concept,count
PROMETHAZINE HCL 25 MG/ML IJ SOLN,1300
LEVOTHYROXINE SODIUM 50 MCG PO TABS,1299
Xanax,1298
FAMOTIDINE (PF),1295
FLOMAX,1295
PHENERGAN,1294
flumazenil,1293
MULTIVITAMIN,1292
15 ml vial : sodium phosphate 3 mmole/ml iv soln,1292
GABAPENTIN 300 MG CAP,1290
metoclopramide,1288
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH : 15 ML CUP,1286
FLUTICASONE-SALMETEROL 250-50 MCG/DOSE IN AEPB,1284
nafcillin,1283
METFORMIN HCL 500 MG PO TABS,1282
PROPOFOL IV EMULSION 10 MG/ML VIAL,1282
SODIUM BICARBONATE 8.4 % (1 MEQ/ML) IV SYRINGE : 50 ML SYRINGE,1282
Reglan,1281
20.3 ML CUP : ACETAMINOPHEN 160 MG/5ML PO SOLN,1280
5 ML  -  LEVETIRACETAM 500 MG/5ML IV SOLN,1278
OXYCODONE-ACETAMIN 5-325 MG,1277
LISINOPRIL 5 MG TAB,1276
midazolam (VERSED) 2 MG/2ML inj 1 mg,1275
warfarin sodium (COUMADIN) tab 5 mg,1274
1000 ML BAG : LACTATED RINGERS IV SOLP,1274
KETOROLAC 30 MG/ML 1ML SDV INJ,1273
POTASSIUM CHLORIDE IN NACL 20-0.9 MEQ/L-% IV SOLN,1272
AMLODIPINE 5 MG TABLET,1271
POTASSIUM CHLORIDE TAB,1271
NITROGLYCERIN 50MG/D5W 250ML BTL,1269
AMIODARONE 150 MG in 100 mL D5W,1267
dextrose 50 % in water (D50W) injection 15 mL,1267
LEVOFLOXACIN 750 MG PO TABS,1265
500 ml : sodium chloride 0.9 % iv soln,1265
KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN,1265
TRAZODONE HCL 50 MG PO TABS,1265
nitroGLYCERIN,1264
aspirin 81 mg po chew,1262
Lipitor,1259
Ambien,1251
LIDOCAINE 1% PF,1251
POTASSIUM CHLORIDE TAB CR,1250
NEOSTIGMINE METHYLSULFATE,1250
ALBUMIN HUMAN 5 % IV SOLP,1250
ATENOLOL,1248
magnesium sulfate in D5W,1246
CEFEPIME,1246
0.5 ML - INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSP,1244
MIDAZOLAM HCL 2 MG/2ML INJ SOLN (RANGE) PRN,1243
AMINOCAPROIC ACID,1241
ALPRAZOLAM 0.5 MG PO TABS,1241
Furosemide,1241
ACETAMINOPHEN  650 MG RECT SUPP,1238
ESOMEPRAZOLE INJ,1238
MAGNESIUM OXIDE 400 MG ORAL TAB,1237
TIOTROPIUM BROMIDE MONOHYDRATE 18 MCG IN CAPS,1236
BISACODYL 5 MG EC TAB,1234
ATORVASTATIN 40 MG TAB,1234
ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,1233
POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGY BACK 100 ML BAG,1233
150 ml flex cont : sodium chloride 0.9 % iv soln,1232
Haldol,1231
Plavix,1228
TOPROL XL,1228
MORPHINE INJECTION ORDERABLE,1228
THIAMINE HCL 100 MG/ML IJ SOLN,1228
NOREPINEPHRINE BITARTRATE 1 MG/ML AMP,1225
Levaquin,1224
magnesium chloride,1221
fentaNYL inj 25 mcg,1217
ACETAMINOPHEN 10 MG/ML 100 ML VIAL,1216
ADVAIR DISKUS,1215
furosemide (LASIX) tablet 40 mg,1213
POTASSIUM CHLORIDE INJ,1211
potassium chloride 20 mEq in 50 mL IVPB (central line),1211
KCL 20 MEQ/100ML STERILE WATER BAG,1207
potassium CHLORide liquid 20 mEq,1206
HEPARIN/DEXTROSE 5% 25000 UNITS/250 ML BAG,1205
MORPHINE SULFATE (PF) 4 MG/ML IV SOLN,1205
BACITRACIN,1203
acetaminophen (TYLENOL) tab 975 mg,1203
"HEPARIN 25,000 UNIT/500 ML D5W",1202
LISINOPRIL 20 MG TAB,1200
HEPARIN (PORCINE)  1000 UNIT/ML INJ SOLN,1199
AMLODIPINE,1198
METOPROLOL INJ,1197
ondansetron HCl (PF) (ZOFRAN) injection 4 mg,1196
20 ML VIAL : POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,1195
FOLIC ACID 5 MG/ML IJ SOLN,1192
1000 ML  -  POTASSIUM CHLORIDE IN NACL 20-0.9 MEQ/L-% IV SOLN,1189
2 ML : FUROSEMIDE 10 MG/ML IJ SOLN,1188
FAMOTIDINE 20 MG TABLET,1186
Bumex,1186
DEFINITY,1185
PANTOPRAZOLE 40 MG in 100 mL NS,1184
METHYLPREDNISOLONE,1184
SIMVASTATIN 40 MG PO TABS,1182
SERTRALINE HCL 50 MG PO TABS,1181
ALBUTEROL 2.5 MG/0.5ML UD INH SOLN,1181
Ondansetron 2mg/ml  SSO,1181
LORazepam (ATIVAN) inj 1 mg,1177
ATORVASTATIN 20 MG TAB,1176
MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,1175
ACETAMINOPHEN  500 MG ORAL TAB,1175
traMADol 50 MG TAB,1174
50 ML FLEX CONT : MAGNESIUM SULFATE 40 MG/ML IJ SOLN,1172
250 ML PLAS CONT : NOREPINEPHRINE IN D5W 8 MG/250 ML,1171
"heparin (porcine) injection 5,000 Units",1170
100 ML NDC : DEXMEDETOMIDINE HCL IN NACL 400 MCG/100ML IV SOLN,1169
FUROSEMIDE 40 MG/4ML INJ SOLN,1168
cefepime in D5W (MAXIPIME) ivpb 1 g,1168
VANCOMYCIN 1.5 G/500 ML NS,1168
ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) NEB SOLUTION 3 ML BLIST PACK,1167
PRAVASTATIN SODIUM 40 MG PO TABS,1167
5 ML VIAL : METOPROLOL TARTRATE 1 MG/ML IV SOLN,1167
IOHEXOL 350 MG IODINE/ML IV SOLN,1167
BISACODYL SUPP,1166
NITRO-BID,1164
Acetaminophen TAB,1164
TAMSULOSIN 0.4 MG CAP,1163
fentaNYL (PF) 50 MCG/1 ML 2 ML SYR,1162
POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV : 15 ML VIAL,1161
PRMX NOREPInephrine 4 mg/250 mL NS Drip,1159
MORPHINE 2 MG/ML SYRINGE : 1 ML SYRINGE,1154
Glucose Gel,1153
INFUVITE IV INJ 10ML,1153
PNU-IMMUNE-23  25 MCG/0.5 ML INJ,1152
FOLIC ACID 1 MG TAB,1151
HumaLOG,1151
CLONIDINE HCL,1151
DEXTROSE 50% ADULT,1149
clindamycin,1145
senna-docusate,1145
HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IV SOLN,1145
LEVOTHYROXINE SODIUM 75 MCG PO TABS,1142
AMIODARONE 200 MG TABLET,1142
CEFEPIME HCL 2 G IJ SOLR,1140
ACETAMINOPHEN TAB,1140
MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,1139
NITROGLYCERIN SL,1138
100 ML GLASS CONT : IOPAMIDOL 61 % IV SOLN,1137
LORATADINE 10 MG PO TABS,1137
chlorhexidine (PERIDEX) 0.12 % solution 15 mL,1137
"PROPOFOL IV EMULSION 1,000 MG/100 ML VIAL",1135
zolpidem,1135
famotidine 20 mg po tabs,1133
ALTEPLASE 1 MG/2ML SYR,1133
"sodium chloride 0.9% (NS) bolus 1,000 mL",1133
TAMSULOSIN,1130
150 ML FLEX CONT : LEVOFLOXACIN IN D5W 5 MG/ML IV SOLN,1130
ipratropium-albuterol (DUONEB) 0.5-2.5 mg/mL nebulizer solution 3 mL,1130
morphine sulfate (pf) inj 2 mg,1129
ATROPINE 0.1 MG/ML SYRINGE : 10 ML SYRINGE,1128
10 ML  -  NICARDIPINE HCL 2.5 MG/ML IV SOLN,1127
PRECEDEX,1127
PROCHLORPERAZINE MALEATE 10 MG PO TABS,1126
ISOSORBIDE MONONITRATE ER 30 MG PO TB24,1125
MOTRIN,1125
FENTANYL 25 MCG/ML IV SOLN,1125
ALBUTEROL NEB 2.5 MG/3 ML,1119
cefTRIAXone in D5W (ROCEPHIN) ivpb 1 g,1119
bisacodyl (DULCOLAX) suppository 10 mg,1118
HYDROCORTISONE SOD SUCCINATE 100 MG IJ SOLR,1117
oxyCODONE-acetaminophen,1115
albumin (human) (PLASBUMIN-5) 5% infusion 25 g,1112
MORPHINE VARIABLE DOSE 2-4MG,1112
metoprolol tartrate 25 mg po tabs,1111
cloNIDine 0.1 MG TAB,1110
500 ML : HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,1110
1 ML : PROMETHAZINE 25 MG/ML INJ SOLN,1109
HYDROMORPHONE INJ,1109
SODIUM CHL 0.9% FLUSHSYRG(10ML),1109
metoprolol (LOPRESSOR) tab 12.5 mg,1107
Sodium Chloride 0.9% Syringe SSO,1106
PRMX dexmedetomidine 400mcg/100ml NS Drip,1104
POTASSIUM CHLORIDE 40 MEQ/100ML IV SOLN,1104
FAT EMULSION 20 % IV EMUL,1103
LIDOCAINE 1%,1102
Maalox,1102
METOPROLOL TARTRATE 12.5 MG HALF TABLET,1102
MEPERIDINE 25 MG/1 ML 1 ML SYR,1099
WARFARIN 5 MG TABLET,1098
0.4 ml syringe : enoxaparin sodium 40 mg/0.4ml sc soln,1098
CEFAZOLIN 2GM SYR,1095
2 ML VIAL: FENTANYL CITRATE 0.05 MG/ML IJ SOLN,1094
TICAGRELOR 90 MG PO TABS,1094
POTASSIUM CL IN WATER 20MEQ/50,1092
2 ML  -  DIGOXIN 0.25 MG/ML IJ SOLN,1092
SALINE FLUSH,1092
METRONIDAZOLE 500 MG PO TABS,1090
MINERAL OIL RECT ENEM,1089
LIDOCAINE 5 % EX PTCH,1088
IMDUR,1087
furosemide (LASIX) tab 40 mg,1085
AMIODARONE HCL 150 MG/3ML IV SOLN,1085
oxycodone-acetaminophen 5-325 mg po tabs,1084
enoxaparin (LOVENOX) inj 40 mg,1084
haloperidol lactate,1082
CIPROFLOXACIN IN D5W 400 MG/200ML IV SOLN,1082
PROCHLORPERAZINE MALEATE 5 MG PO TABS,1081
PREDNISONE 50 MG PO TABS,1081
DEXTROSE-NACL 5-0.45 % IV SOLN,1081
LIDOCAINE 10 MG/ML (1 %) INJECTION 20 ML VIAL,1080
FUROSEMIDE 80 MG PO TABS,1079
neostigmine,1079
MIDAZOLAM 100 MG in 100 ML NS,1078
ALLOPURINOL 100 MG PO TABS,1077
METOCLOPRAMIDE HCL  5 MG/ML INJ SOLN,1077
CHLORHEXIDINE GLUCONATE 0.12 % MOUTH/THROAT SOLN MULTIDOSE,1077
Calcium Gluconate 10%  SSO,1077
SIMETHICONE  80 MG ORAL CHEW TAB,1076
OXYCODONE/APAP 5MG/325MG,1076
ZOSYN 3.375 GRAM INJ,1072
LEVOTHYROXINE SODIUM 25 MCG PO TABS,1071
ASCORBIC ACID 500 MG TAB,1071
AZITHROMYCIN,1070
hePARIN subcutaneous,1069
1 ML VIAL : DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,1069
Magnesium Sulfate 2g/50mL SSO,1068
pantoprazole sodium 40 mg iv solr,1066
"HEPARIN, PORCINE (PF) 10 UNIT/ML IV SYRINGE : 5 ML",1066
1000 ML FLEX CONT: DEXTROSE-NACL 5-0.9 % IV SOLN,1065
5 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,1064
vancomycin in D5W (VANCOCIN) ivpb 1 g,1062
2 ml vial : famotidine 10 mg/ml iv soln,1061
100 ML FLEX CONT : ALBUMIN HUMAN 25 % IV SOLN,1060
acetaminophen-oxyCODONE 325 mg-5 mg oral tablet,1060
MERREM,1059
nitroglycerin (NITROSTAT) sl tab 0.4 mg,1059
ECOTRIN,1056
ONDANSETRON HCL 4 MG TABLET,1055
10 ML VIAL: INFUVITE IV INJ,1055
Propofol,1054
FERROUS SULFATE 325 MG TAB,1053
CLONAZEPAM 0.5 MG PO TABS,1049
SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG ORAL TAB,1049
docusate sodium (COLACE) capsule 100 mg,1048
LACTULOSE 20 GRAM/30 ML ORAL SOLN,1048
HYDRALAZINE HCL 20 MG/ML INJ SOLN (RANGE) PRN,1046
"0.9%NaCl 1,000 mL",1046
100 ML  -  METRONIDAZOLE IN NACL 5-0.79 MG/ML-% IV SOLN,1044
KCL 10 MEQ/100 ML,1044
alteplase (CATHFLO ACTIVASE) inj 2 mg,1041
sennosides (SENOKOT) oral syrup 10 mL,1040
DOCUSATE SODIUM 50 MG/5ML PO LIQD,1039
ipratropium,1039
clonazePAM,1038
hydrALAZINE INJ,1037
famotidine (PEPCID) tablet 20 mg,1037
IOPAMIDOL,1035
CALCIUM CARBONATE 500 MG CHEW TAB,1034
furosemide (LASIX) 10 mg/mL injection 40 mg,1033
10 ml vial : calcium gluconate 10 % iv soln,1033
DEXMEDETOMIDINE HCL IN NACL 200 MCG/50ML IV SOLN,1033
CITALOPRAM,1029
MEPERIDINE HCL,1028
KLONOPIN,1026
Flagyl,1025
PROPOFOL 1000 MG/100 ML (PMX),1025
10 ML  -  ATROPINE SULFATE 0.1 MG/ML IJ SOLN,1025
ENOXAPARIN 30 MG/0.3 ML SYR,1023
ALBUTEROL 0.5% NEB,1023
ATORVASTATIN 40 MG TABLET,1023
SODIUM CHLORIDE 0.45%,1022
dextrose 50 % injection 50 mL,1022
HALOPERIDOL LACTATE INJ,1021
MAGNESIUM SULFATE,1015
pantoprazole (PROTONIX) tablet 40 mg,1015
LEVOFLOXACIN 500 MG PO TABS,1014
Decadron,1014
ALBUMIN HUMAN 5 % IV SOLN,1012
amiodarone bolus,1012
TRANSDERM-SCOP,1010
furosemide (LASIX) injection 20 mg,1009
MAGNESIUM SULFATE 50 % IJ SOLN 2ML,1008
insulin glargine,1006
dextrose 50 % (D50W) syringe,1006
PIPERACILLIN-TAZOBACTAM 3.375 G IVPB,1005
atropine injection 0.5 mg,1004
KCL 40 MEQ/100ML STERILE WATER BAG,1001
10 ML  -  POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,1000
METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,1000
