concept,count
"('225342', 'IABP Zero/Calibrate')",59
"('224855', 'Patient/Family Informed_V1')",59
"('227802', 'GI Guaiac QC')",59
"('227963', 'Restraints Ordered (Violent)')",59
"('224964', 'Impaired Skin Wound Base #8')",58
"('224419', 'Negative Insp. Force')",58
"('228007', '14 G Phlebitis Scale')",57
"('228008', '14 G Infiltration Scale')",57
"('228700', 'DVT Prophy')",57
"('224921', 'Impaired Skin Length #7')",57
"('227771', 'Traction/Immobile #1')",57
"('229027', 'Constitutional')",56
"('220507', 'Activated Clotting Time')",56
"('225217', 'Trauma Line Site Appear')",56
"('227353', 'Trauma Line Dressing Occlusive')",56
"('227598', 'Impaired Skin Drainage #9')",56
"('227546', 'SVV (Arterial)')",56
"('228774', 'Pressure ulcer #2- Odor')",55
"('227600', 'Impaired Skin Drainage Amount #9')",55
"('224922', 'Impaired Skin Length #8')",55
"('224957', 'Impaired Skin Width #8')",55
"('225236', '16 Gauge Reason Discontinued')",54
"('229154', 'Palliative Care NCP - Plan revised')",54
"('224978', 'Surrounding Tissue #8')",54
"('229742', 'Activity / Mobility (RN Daily Mobility Goal)')",54
"('228975', 'Altered Mental Status  NCP - Goal')",54
"('228687', 'Code Status.')",53
"('227446', 'Brain Natiuretic Peptide (BNP)')",53
"('228580', 'Impaired Skin #5- Type')",53
"('224915', 'Impaired Skin Drainage Amount #8')",53
"('229302', 'GI #3 Tube Mark (CM)')",53
"('228858', 'Impaired Skin #6- Type')",53
"('225022', 'Incision Drainage Amount #6')",53
"('226119', 'Trauma Line placed in outside facility')",52
"('227762', 'Trauma Line Placement Confirmed by X-ray')",52
"('228784', 'Pressure ulcer #2- Cleanse')",52
"('228805', 'Pressure ulcer #3- Dressing status')",52
"('227754', 'IABP Placement Confirmed by X-ray')",52
"('228692', 'Glucose Control - Prophy')",51
"('225331', 'Tunneled (Hickman) Site Appear')",50
"('227359', 'Tunneled (Hickman) Dressing Occlusive')",50
"('224443', 'GI #2 Tube Place Check')",50
"('224437', 'CT #4 Suction Amount')",50
"('224812', 'CT #4 Suction Type')",50
"('228712', 'VAP - Prophy')",50
"('227966', 'Face to Face Eval (Violent)')",50
"('228903', 'Altered Respiratory Status NCP - Goal')",49
"('225724', 'Cordis/Introducer Line Tip Cultured')",49
"('228502', 'Impaired Skin #7- Location')",49
"('228504', 'Impaired Skin #9- Location')",49
"('227355', 'IABP Dressing Occlusive')",48
"('224929', 'Impaired Skin Odor #8')",48
"('224676', 'Nausea and Vomiting (CINA)')",47
"('224674', 'Changes in Temperature')",47
"('229140', 'Substance withdrawal NCP - Plan revised')",47
"('224429', 'CT #4 Crepitus')",47
"('229001', 'Self harm NCP - Expected outcomes')",47
"('225031', 'Dressing Status #5')",47
"('224672', 'Yawning')",46
"('224671', 'Pupils')",46
"('224670', 'Lacrimation')",46
"('224669', 'Restlessness')",46
"('224668', 'Sweating')",46
"('224667', 'Goose Flesh')",46
"('228746', 'Pressure ulcer #4- Surrounding tissue')",46
"('224677', 'Tremor (CINA)')",45
"('224675', 'Muscle Aches')",45
"('224673', 'Abdominal Changes: Observation')",45
"('224666', 'Nasal Congestion')",45
"('229540', 'Sheath Type')",45
"('220650', 'Total Protein')",44
"('228521', 'Impaired Skin #4- Cleanse')",44
"('227602', 'Impaired Skin Length #9')",44
"('227614', 'Impaired Skin Width #9')",44
"('229330', 'Activity Intolerance  NCP - Interventions')",44
"('227476', 'Incision Site #5')",44
"('227617', 'Impaired Skin Wound Base #10')",44
"('228605', 'Impaired Skin #6- Dressing Status')",43
"('225026', 'Incision Dressing #5')",43
"('225001', 'Incision Cleansing #5')",43
"('227594', 'Impaired Skin Cleanse #9')",43
"('227606', 'Impaired Skin Site #9')",43
"('227608', 'Impaired Skin Treatment #9')",43
"('227612', 'Impaired Skin Type #9')",43
"('227618', 'Pressure Ulcer Stage #9')",43
"('227788', 'Impaired Skin  - Dressing Status #9')",43
"('224431', 'CT #4 Drainage')",42
"('224433', 'CT #4 Dressing')",42
"('224435', 'CT #4 Fluctuate')",42
"('224781', 'CT #4 Leak')",42
"('229454', 'Exam-Ext/MSK')",42
"('225771', 'Sheath Zero/Calibrate')",41
"('228755', 'Pressure ulcer #3- Drainage')",41
"('229706', 'CP-Pain Assessment Method-Post')",41
"('229015', 'Incision #7- Location')",41
"('226121', 'Tunneled (Hickman) placed in outside facility')",40
"('225695', 'Uric Acid')",40
"('224977', 'Surrounding Tissue #7')",40
"('228503', 'Impaired Skin #8- Location')",40
"('227586', 'GI pH')",40
"('229033', 'Incision Appearance #7')",40
"('224447', 'Family Meeting')",39
"('228162', 'Impella Catheter Position')",39
"('228164', 'Impella Catheter Site')",39
"('229028', 'Incision #7- Treatment')",39
"('228986', 'Safety Restraints NCP - Goal')",39
"('227440', 'Digoxin')",38
"('228174', 'Impella Line Site Appear')",38
"('224019', 'Bladder Irrigation')",38
"('229452', 'Exam-Neuro')",38
"('228930', 'Impaired Tissue Perfusion NCP - Outcomes met')",37
"('229680', 'Impella Line Type')",37
"('228382', 'Total Peripheral Resistance Index (TPRI) (NICOM)')",37
"('228698', 'Abdominal - (GI / Hepatic / Renal)')",36
"('226815', 'Airway problems')",36
"('228604', 'Impaired Skin #5- Dressing Status')",36
"('229041', 'Incision Closure #7')",36
"('224367', 'Epidural Total Dose (mL)')",35
"('228381', 'Total Peripheral Resistance (TPR) (NICOM)')",35
"('228581', 'Impaired Skin #6- Type')",35
"('229880', 'PICC Biopatch')",35
"('225739', 'Cordis/Introducer Discontinued')",34
"('227605', 'Impaired Skin Odor #10')",34
"('227599', 'Impaired Skin Drainage #10')",34
"('229288', 'Nutrition')",33
"('224420', 'Vital Cap')",33
"('224176', 'MDI #3 Drug')",33
"('229037', 'Incision #7- Dressing Status')",33
"('225387', 'Presep Catheter Site Appear')",33
"('228713', 'Vascular')",32
"('227812', 'Medication Infusion Rate - Adjunctive Pain Management')",32
"('229292', 'GI Prophy')",32
"('224411', 'Epidural Bolus (mL)')",32
"('228765', 'Pressure ulcer #3- Drainage amount')",32
"('228878', 'PeCO2')",32
"('228372', 'Leg Raise Result (NICOM)')",32
"('227131', 'Cont. Neb Med Dose')",32
"('225043', 'Incision Packing #2')",32
"('228859', 'Impaired Skin #7- Type')",32
"('224410', 'PCA bolus')",32
"('224446', 'GI #3 Tube Drainage')",32
"('227609', 'Impaired Skin Treatment #10')",32
"('227760', 'Presep Catheter Placement Confirmed by X-ray')",32
"('226116', 'Presep Catheter placed in outside facility')",32
"('224359', 'QTc')",31
"('229082', 'Rounds included')",31
"('228860', 'Impaired Skin #8- Type')",31
"('227786', 'Impaired Skin  - Dressing Status #7')",31
"('225388', 'Presep Catheter Waveform Appear')",31
"('227444', 'C Reactive Protein (CRP)')",30
"('228867', 'Assist Device')",30
"('228785', 'Pressure ulcer #3- Cleanse')",30
"('228536', 'Impaired Skin #8- Treatment')",30
"('229355', 'Absolute Neutrophil Count')",30
"('227543', 'CO (Arterial)')",30
"('227652', 'Lochia Estimate')",30
"('228704', 'Neurological')",29
"('229147', 'Metabolic disturbance NCP - Plan revised')",29
"('223925', 'Seizure Duration')",29
"('228172', 'Impella Postion Confirmed')",29
"('228377', 'SVI Change')",29
"('228370', 'CO / CI Change')",29
"('229333', 'Activity Intolerance NCP - Plan revised')",29
"('224897', 'Impaired Skin Depth #4')",29
"('229309', 'Backup Controller (HeartWare)')",28
"('227547', 'SV (Arterial)')",28
"('227364', 'RIC Dressing Occlusive')",27
"('226140', 'RIC placed in outside facility')",27
"('224928', 'Impaired Skin Odor #7')",27
"('227727', 'AVA Line placed in outside facility')",27
"('227723', 'AVA Dressing Occlusive')",27
"('227653', 'Pad Change/Hour')",27
"('229464', 'Discussed on Rounds')",26
"('228552', 'Pressure Ulcer #4- Type')",26
"('229594', 'Exam-GI/GU')",26
"('229375', 'UF Heparin (Anti-Xa)')",26
"('225730', 'PA Catheter Line Tip Cultured')",26
"('229045', 'Incision Drainage #7')",26
"('228845', 'Pressure ulcer #3- Undermining present')",26
"('228835', 'Pressure ulcer #3- Tunneling present')",26
"('228542', 'Pressure Ulcer #4- Treatment')",25
"('229293', 'Pain Control')",25
"('228535', 'Impaired Skin #7- Treatment')",25
"('229334', 'Activity Intolerance  NCP - Problem resolved')",25
"('224175', 'MDI #3 Puff')",25
"('229087', 'Critically ill')",24
"('228568', 'Incision #4- Cleanse')",24
"('227728', 'AVA Line Site Appear')",24
"('227732', 'AVA Line Placement Confirmed by X-ray')",24
"('227651', 'Lochia Character')",24
"('228570', 'Incision #6- Cleanse')",24
"('227595', 'Impaired Skin Cleanse #10')",24
"('227597', 'Impaired Skin Depth #10')",24
"('227603', 'Impaired Skin Length #10')",24
"('227607', 'Impaired Skin Site #10')",24
"('227613', 'Impaired Skin Type #10')",24
"('227615', 'Impaired Skin Width #10')",24
"('227623', 'Tunneling Present #10')",24
"('227625', 'Undermining Present #10')",24
"('228171', 'Impella Placement Confirmed')",23
"('229160', 'Timespent')",23
"('228816', 'Pressure ulcer #4- Stage')",23
"('228736', 'Pressure ulcer #4- Wound Base')",23
"('228726', 'Pressure ulcer #4- Length')",23
"('228623', 'Pressure Ulcer #4- Width')",23
"('228509', 'Pressure Ulcer #4- Location')",23
"('228775', 'Pressure ulcer #3- Odor')",23
"('224707', 'T High (APRV)')",23
"('227648', 'Clots')",23
"('227642', 'Breast Feeding')",23
"('228017', 'RIC Phlebitis Scale')",22
"('228707', 'Progress')",22
"('229592', 'Exam-GU')",22
"('224705', 'P High (APRV)')",22
"('227815', 'Site Appearance - Adjunctive Pain Management')",22
"('228537', 'Impaired Skin #9- Treatment')",22
"('229113', 'Self harm NCP - Problem resolved')",22
"('227621', 'Surrounding Tissue #10')",22
"('228505', 'Impaired Skin #10- Location')",22
"('224112', 'Traction/Immobile #1')",22
"('228018', 'RIC Infiltration Scale')",21
"('224167', 'Manual Blood Pressure Systolic Left')",21
"('229416', 'Disposition')",21
"('220580', 'Ammonia')",21
"('228445', 'Angio Appearance # 3')",21
"('227730', 'AVA Waveform Appearance')",21
"('225725', 'Dialysis Catheter Tip Cultured')",21
"('228945', 'Infection NCP - Goal')",21
"('228719', 'Vented')",20
"('224643', 'Manual Blood Pressure Diastolic Left')",20
"('228163', 'Impella Catheter Repositioned')",20
"('224856', 'Restraints Ordered')",20
"('228449', 'Angio Site # 3')",20
"('224713', 'Circuit Changed')",20
"('225395', 'Triple Introducer Site Appear')",20
"('224985', 'Tunneling Present #8')",20
"('224992', 'Undermining Present #8')",20
"('225636', 'D-Dimer')",19
"('229434', 'Unable to obtain')",19
"('227581', 'BiPap bpm (S/T -Back up)')",19
"('227115', 'PCA bolus units')",19
"('224709', 'T Low (APRV)')",19
"('224706', 'P Low (APRV)')",19
"('224704', 'ATC %')",19
"('228691', 'Febrile last 24 hours')",18
"('225745', 'PA Catheter Discontinued')",18
"('227807', 'In-line Suction Catheter Changed')",18
"('228584', 'Impaired Skin #9- Type')",18
"('228608', 'Impaired Skin #9- Dressing Status')",18
"('228447', 'Angio Dressing # 3')",18
"('228705', 'Nutrition')",17
"('225044', 'Incision Packing #3')",17
"('227242', 'Manual Blood Pressure Diastolic Right')",17
"('227243', 'Manual Blood Pressure Systolic Right')",17
"('229448', 'See eMAR for meds')",17
"('224900', 'Impaired Skin Depth #7')",17
"('228689', 'Discharge from ICU')",17
"('224971', 'Pressure Ulcer Stage #8')",17
"('227601', 'Impaired Skin Drainage Amount #10')",17
"('229559', 'Cardiac Assist Cannula Site Appear')",17
"('227764', 'Tunneled (Hickman) Placement Confirmed by X-ray')",16
"('229534', 'Multi Lumen - Obturator in place')",16
"('225738', 'CCO PAC Discontinued')",16
"('229455', 'Exam-Skin')",16
"('229865', 'No Pressure Injury Present')",16
"('227649', 'Fundus Character')",16
"('225389', 'Presep Catheter Zero/Calibrate')",16
"('228935', 'Post-op Care NCP - Goal')",15
"('228569', 'Incision #5- Cleanse')",15
"('229016', 'Incision #8- Location')",15
"('229042', 'Incision Closure #8')",15
"('229079', 'Pain Controlled')",14
"('228701', 'Hematological / Skin')",14
"('229377', 'Part 1 Question')",14
"('229379', 'Swallow Eval')",14
"('228738', 'Pressure ulcer #6- Wound Base')",14
"('228756', 'Pressure ulcer #4- Drainage')",14
"('228806', 'Pressure ulcer #4- Dressing status')",14
"('228522', 'Impaired Skin #5- Cleanse')",14
"('224178', 'Small Volume Neb Dose #2')",14
"('228607', 'Impaired Skin #8- Dressing Status')",14
"('227354', 'Triple Introducer Dressing Occlusive')",14
"('226120', 'Triple Introducer placed in outside facility')",14
"('227670', 'Violent Restraints')",14
"('229029', 'Incision #8- Treatment')",14
"('229038', 'Incision #8- Dressing Status')",14
"('227134', 'ATC Tube #')",14
"('224991', 'Undermining Present #7')",14
"('224984', 'Tunneling Present #7')",14
"('228979', 'Altered Mental Status  NCP - outcomes met')",14
"('228955', 'Coping/Knowledge Deficit  NCP - Goal')",14
"('224749', 'Nitric Oxide')",13
"('228907', 'Altered Respiratory Status NCP - outcomes met')",13
"('229378', 'Part 2 Question')",13
"('225723', 'CCO PAC Line Tip Cultured')",13
"('228818', 'Pressure ulcer #6- Stage')",13
"('228748', 'Pressure ulcer #6- Surrounding tissue')",13
"('228554', 'Pressure Ulcer #6- Type')",13
"('228511', 'Pressure Ulcer #6- Location')",13
"('229453', 'Exam-GI/GU')",13
"('228861', 'Impaired Skin #9- Type')",13
"('228302', 'CAM-ICU RASS LOC')",13
"('228990', 'Safety Restraints NCP - Outcomes met')",13
"('226092', 'Orthostatic BPd lying')",12
"('224645', 'Orthostatic BPs lying')",12
"('223764', 'Orthostatic HR lying')",12
"('228758', 'Pressure ulcer #6- Drainage')",12
"('228544', 'Pressure Ulcer #6- Treatment')",12
"('223840', 'ETT Re-taped')",12
"('228523', 'Impaired Skin #6- Cleanse')",12
"('227731', 'AVA Line Zero/Calibrate')",12
"('227650', 'Fundus Location (Breadth)')",12
"('228301', 'CAM-ICU Inattention')",12
"('229034', 'Incision Appearance #8')",12
"('227589', 'GI #2 Tube Place Method')",12
"('228538', 'Impaired Skin #10- Treatment')",12
"('227763', 'Triple Introducer Placement Confirmed by X-ray')",12
"('225397', 'Triple Introducer Waveform Appear')",12
"('226094', 'Orthostatic BPd sitting')",11
"('224646', 'Orthostatic BPs sitting')",11
"('223765', 'Orthostatic HR sitting')",11
"('228786', 'Pressure ulcer #4- Cleanse')",11
"('228766', 'Pressure ulcer #4- Drainage amount')",11
"('227447', 'Gentamicin (Random)')",11
"('227348', 'Low risk (25-50) interventions')",11
"('228451', 'Compression device # 3')",11
"('228697', 'Mobilization Plan')",11
"('229112', 'Self harm NCP - Plan revised')",11
"('229761', 'Creatinine (whole blood)')",11
"('228694', 'ICU Consent')",11
"('227643', 'Breast Feeding - L')",11
"('227644', 'Breast Feeding - R')",11
"('227645', 'Breast Feed - L (Minutes)')",11
"('227646', 'Breast Feed - R (Minutes)')",11
"('227990', 'Intra Cranial Pressure #2 Alarm - High')",11
"('227991', 'Intra Cranial Pressure #2 Alarm - Low')",11
"('227452', 'Tobramycin (Trough)')",11
"('228585', 'Impaired Skin #10- Type')",11
"('227622', 'Tunneling Present #9')",11
"('227624', 'Undermining Present #9')",11
"('228949', 'Infection NCP - outcomes met')",11
"('225371', 'Pheresis Catheter Site Appear')",10
"('226122', 'Pheresis Catheter placed in outside facility')",10
"('227362', 'Pheresis Catheter Dressing Occlusive')",10
"('227758', 'Pheresis Catheter Placement Confirmed by X-ray')",10
"('229502', 'MDnoteConsent')",10
"('228583', 'Impaired Skin #8- Type')",10
"('228102', 'Enema administration')",10
"('229239', 'FiO2 Challenge Result')",10
"('229238', 'FiO2 Challenge')",10
"('227451', 'Tobramycin (Random)')",10
"('224750', 'Nitric Oxide Tank Pressure')",9
"('225764', 'Sheath Line Discontinued')",9
"('226184', 'Estimated Protein Needs/Kg')",9
"('226183', 'Estimated Energy Needs/Kg')",9
"('227129', 'Pheresis Catheter Type')",9
"('225108', 'Tobacco use')",9
"('228939', 'Post-op Care NCP - Outcomes met')",9
"('225747', 'PICC Line Discontinued')",9
"('226131', 'ICP Line Tip Cultured')",9
"('228606', 'Impaired Skin #7- Dressing Status')",9
"('227449', 'Gentamicin (Trough)')",9
"('229046', 'Incision Drainage #8')",9
"('224901', 'Impaired Skin Depth #8')",9
"('229241', 'P1 Alarm - Low')",9
"('229240', 'P1 Alarm - High')",9
"('226096', 'Orthostatic BPd standing')",8
"('224647', 'Orthostatic HR standing')",8
"('223766', 'Orthostatic BPs standing')",8
"('228768', 'Pressure ulcer #6- Drainage amount')",8
"('228379', 'TFCd0 (NICOM)')",8
"('228582', 'Impaired Skin #7- Type')",8
"('227470', 'Sed Rate')",8
"('229475', 'Indwelling Port (PortaCath) Power Port')",8
"('224711', 'Recruitment Duration')",8
"('224712', 'Recruitment Mode')",8
"('228706', 'Pain control old')",7
"('225740', 'Dialysis Catheter Discontinued')",7
"('224181', 'Small Volume Neb Drug #1')",7
"('224859', 'Status and Comfort (Behavioral)')",7
"('228290', 'IO Dressing')",7
"('228292', 'IO Placed in outside facility')",7
"('228293', 'IO Site Appearance')",7
"('228294', 'IO Wristband in place')",7
"('228378', 'TFCd (NICOM)')",7
"('225768', 'Sheath Line Tip Cultured')",7
"('227943', 'Anticipated Discharge')",7
"('224192', 'Pulsus Paradoxus')",7
"('225990', 'Pericardial Drain Flush')",7
"('224710', 'Recruitment Press')",7
"('226504', 'Phenytoin (Free)')",7
"('225734', 'Presep Catheter Line Tip Cultured')",7
"('224070', 'Sitter')",7
"('227441', 'LDL measured')",6
"('224728', 'Peak Exp Flow Rate')",6
"('228510', 'Pressure Ulcer #5- Location')",6
"('228553', 'Pressure Ulcer #5- Type')",6
"('228624', 'Pressure Ulcer #5- Width')",6
"('228727', 'Pressure ulcer #5- Length')",6
"('228747', 'Pressure ulcer #5- Surrounding tissue')",6
"('228817', 'Pressure ulcer #5- Stage')",6
"('224061', 'Reason for Restraint (Behavioral)_V1')",6
"('224858', 'Patient Behavior During Application')",6
"('224166', 'Doppler BP')",6
"('228710', 'Sedation goal')",6
"('229019', 'Incision #7- Cleanse')",6
"('229049', 'Incision Drainage Amount #7')",6
"('229050', 'Incision Drainage Amount #8')",6
"('225182', 'PT Splint Status #2')",6
"('225239', '14 Gauge Reason Discontinued')",5
"('226125', 'ICP Line Discontinued')",5
"('225743', 'Midline Discontinued')",5
"('228788', 'Pressure ulcer #6- Cleanse')",5
"('228778', 'Pressure ulcer #6- Odor')",5
"('228543', 'Pressure Ulcer #5- Treatment')",5
"('228757', 'Pressure ulcer #5- Drainage')",5
"('228767', 'Pressure ulcer #5- Drainage amount')",5
"('228777', 'Pressure ulcer #5- Odor')",5
"('227831', 'Grooming')",5
"('227835', 'UE Dressing')",5
"('227469', 'Thrombin')",5
"('227654', 'Reflexes LE')",5
"('227655', 'Reflexes UE')",5
"('224456', 'PT Splint Location #2')",5
"('227858', 'Rest HR - Aerobic Capacity')",5
"('227861', 'Rest O2 Sat - Aerobic Capacity')",5
"('224444', 'GI #3 Tube Place Check')",5
"('227845', 'Rolling')",5
"('227419', 'Presep Catheter Dressing Occlusive')",5
"('225760', 'RIC Site Appear')",4
"('224389', 'Heart Sounds')",4
"('228787', 'Pressure ulcer #5- Cleanse')",4
"('228849', 'Pressure ulcer #7- Undermining present')",4
"('228839', 'Pressure ulcer #7- Tunneling present')",4
"('228819', 'Pressure ulcer #7- Stage')",4
"('228749', 'Pressure ulcer #7- Surrounding tissue')",4
"('228739', 'Pressure ulcer #7- Wound Base')",4
"('228555', 'Pressure Ulcer #7- Type')",4
"('228545', 'Pressure Ulcer #7- Treatment')",4
"('228512', 'Pressure Ulcer #7- Location')",4
"('227837', 'Toileting')",4
"('225742', 'IABP Line Discontinued')",4
"('220194', 'Temporary AV interval')",4
"('229864', 'Pressure Injury Location')",4
"('227450', 'Tobramycin (Peak)')",4
"('224970', 'Pressure Ulcer Stage #7')",4
"('224392', 'ETT Position Change')",4
"('227860', 'Rest RR - Aerobic Capacity')",4
"('227836', 'LE Dressing')",4
"('227846', 'Supine / Side-lying to Sit')",4
"('228959', 'Coping/Knowledge Deficit  NCP - outcomes met')",4
"('228886', 'Pain NCP - Goal')",3
"('227813', 'Medication Bolus - Adjunctive Pain Management')",3
"('228809', 'Pressure ulcer #7- Dressing status')",3
"('228789', 'Pressure ulcer #7- Cleanse')",3
"('228769', 'Pressure ulcer #7- Drainage amount')",3
"('228759', 'Pressure ulcer #7- Drainage')",3
"('227448', 'Gentamicin (Peak)')",3
"('229433', 'Systems reviewed')",3
"('225748', 'Indwelling Port (PortaCath) Discontinued')",3
"('227830', 'Self Feeding')",3
"('227775', 'Skeletal Traction #1 - Pounds')",3
"('228380', 'Thoracic Fluid Content (TFC) (NICOM)')",3
"('225398', 'Triple Introducer Zero/Calibrate')",3
"('229813', 'Reason for Trigger (RN)')",3
"('225956', 'Reason for CRRT Filter Change')",3
"('228609', 'Impaired Skin #10- Dressing Status')",3
"('227867', 'Activity O2 Sat - Aerobic Capacity')",3
"('227866', 'Activity RR - Aerobic Capacity')",3
"('227864', 'Activity HR - Aerobic Capacity')",3
"('227848', 'Transfer')",3
"('228711', 'Time spent')",3
"('225750', 'Trauma Line Discontinued')",2
"('228808', 'Pressure ulcer #6- Dressing status')",2
"('224814', 'GI #1 Tube Place Method')",2
"('229421', 'ROS-General')",2
"('229423', 'ROS-Neuro')",2
"('225692', 'Total Granulocyte Count (TGC)')",2
"('227636', 'Knee Location - CPM')",2
"('227672', 'Violent Restraints Ordered')",2
"('227725', 'AVA Line Discontinued')",2
"('226541', 'ScvO2 Central Venous O2% Sat')",2
"('229634', 'Daily Activity (AM-PAC)')",2
"('227832', 'UE Bathing')",2
"('227834', 'LE Bathing')",2
"('227905', 'Patient agrees with the above goals and is willing to participate in the rehabilitation program')",2
"('227873', 'Recovery O2 Sat - Aerobic Capacity')",2
"('227870', 'Recovery HR - Aerobic Capacity')",2
"('227847', 'Sit to Stand')",2
"('228167', 'Impella Dressing Occlusive')",2
"('225728', 'Midline Tip Cultured')",2
"('225191', 'Ostomy Care')",2
"('225759', 'RIC Reason Discontinued')",1
"('228889', 'Pain NCP - Outcomes met')",1
"('228170', 'Impella Line Discontinued')",1
"('229625', 'Patient on Veletri')",1
"('228897', 'Impaired Fluid Balance NCP - Outcomes met')",1
"('228895', 'Impaired Fluid Balance NCP - Goal')",1
"('228779', 'Pressure ulcer #7- Odor')",1
"('228776', 'Pressure ulcer #4- Odor')",1
"('225190', 'Pin Care')",1
"('228524', 'Impaired Skin #7- Cleanse')",1
"('227596', 'Impaired Skin Depth #9')",1
"('228526', 'Impaired Skin #9- Cleanse')",1
"('227916', 'Rest HR -  Aerobic Activity Response')",1
"('227918', 'Rest RR - Aerobic Activity Response')",1
"('227919', 'Rest O2 Sat - Aerobic Activity Response')",1
"('227923', 'Activity HR - Aerobic Activity Response')",1
"('227925', 'Activity RR - Aerobic Activity Response')",1
"('227926', 'Activity O2 sat - Aerobic Activity Response')",1
"('228641', 'EtCO2 Clinical indication')",1
"('229431', 'ROS-Extremeties / MSK')",1
"('225736', 'Triple Introducer Line Tip Cultured')",1
"('227647', 'Clot Size (cm)')",1
"('224314', 'ABI Brachial BP R (Impella)')",1
"('224317', 'ABI Ankle BP R')",1
"('224315', 'ABI Brachial BP L')",1
"('224318', 'ABI Ankle BP L (Impella)')",1
"('229862', 'Forehead SpO2 Sensor in Place')",1
"('224091', 'Continuous Pressure Machine Status')",1
"('225735', 'Trauma Line Tip Cultured')",1
"('229005', 'Self harm NCP - Outcomes met')",1
"('227839', 'Home Management')",1
"('227840', 'Money Management')",1
"('227841', 'Community Integration')",1
"('229505', 'Surgibra')",1
"('225749', 'Presep Catheter Discontinued')",1
"('228193', 'Oxygenator/ECMO')",1
"('229539', 'ICP - Camino marked')",1
"('228525', 'Impaired Skin #8- Cleanse')",1
"('227726', 'AVA Line Tip Cultured')",1
"('229770', 'Resting Pulse Rate (COWS)')",1
"('229775', 'Yawning (COWS)')",1
"('229774', 'Tremor (COWS)')",1
"('229773', 'Sweating (COWS)')",1
"('229772', 'Runny Nose/Tearing (COWS)')",1
"('229771', 'Restlessness (COWS)')",1
"('229769', 'Pupil Size (COWS)')",1
"('229768', 'Gooseflesh Skin (COWS)')",1
"('229767', 'GI Upset (COWS)')",1
"('229766', 'Bone/Joint Aches (COWS)')",1
"('229765', 'Anxiety/Irritability (COWS)')",1
"('225989', 'Pericardial Drain Aspiration')",1
